INSTITUTION,EACITY,EASTATE,EASTATECODE,EASTARTYEAR,EASTARTMONTH,EASTARTQUARTER,EASTARTYQ,EATERMINATIONYEAR,EATERMINATIONMONTH,EATERMINATIONQUARTER,EATERMINATIONYQ,EATYPE,CHARTERNUMBER,COMPANYNAME,INDIVIDUAL,LOCATION,AMOUNT,STARTDATE,STARTDOCUMENT,TERMINATIONDATE,TERMINATIONDOCUMENT,DOCKETNUMBER
"United Missouri Bank Of Kansas City, N.A.",Kansas City,Missouri,MO,1992,1,1,19921,1997,7,3,19973,Securities Enforcement Actions,13936,,,"Kansas City, MO",0,1/17/1992 12:00:00 AM -05:00,988,7/18/1997 12:00:00 AM -04:00,97-96,AA-SCP-92-04
United National Bank,Fayetteville,North Carolina,NC,1999,10,4,19994,2001,4,2,20012,Cease & Desist Orders,16560,,,"Fayetteville, NC",0,10/14/1999 12:00:00 AM -04:00,99-79,4/12/2001 12:00:00 AM -04:00,2001-29,
United National Bank,Fayetteville,North Carolina,NC,1997,6,2,19972,1999,10,4,19994,Formal Agreements,16560,,,"Fayetteville, NC",0,6/11/1997 12:00:00 AM -04:00,97-32,10/14/1999 12:00:00 AM -04:00,99-79,
United National Bank,Monterey Park,California,CA,1993,5,2,19932,1997,11,4,19974,Formal Agreements,17785,,,"Monterey Park, CA",0,5/3/1993 12:00:00 AM -04:00,93-113,11/17/1997 12:00:00 AM -05:00,98-59,
United National Bank,Fayetteville,North Carolina,NC,1993,3,1,19931,1996,1,1,19961,Formal Agreements,16560,,,"Fayetteville, NC",0,3/24/1993 12:00:00 AM -05:00,93-90,1/31/1996 12:00:00 AM -05:00,May-96,
United National Bank,San Marino,California,CA,2005,6,2,20052,2005,9,3,20053,Cease & Desist Orders,17785,,,"San Marino, CA",0,6/16/2005 12:00:00 AM -04:00,2005-64,9/7/2005 12:00:00 AM -04:00,2005-159,
United Trust Bank,Palos Heights,Illinois,IL,2012,8,3,20123,,,,,Cease & Desist Orders,716310,,,"Palos Heights, IL",0,8/15/2012 12:00:00 AM -04:00,2012-185,,,AA-CE-12-73
Unity National Bank,Cartersville,Georgia,GA,2009,12,4,20094,2010,3,1,20101,Capital Directive,23560,,,"Cartersville, GA",0,12/16/2009 12:00:00 AM -05:00,2009-212,3/26/2010 12:00:00 AM -04:00,,AA-EC-09-108
Unity National Bank,Cartersville,Georgia,GA,2009,2,1,20091,2010,3,1,20101,Formal Agreements,23560,,,"Cartersville, GA",0,2/3/2009 12:00:00 AM -05:00,2009-021,3/26/2010 12:00:00 AM -04:00,,
Unity National Bank Of Houston,Houston,Texas,TX,1991,4,2,19912,1993,9,3,19933,Formal Agreements,21008,,,"Houston, TX",0,4/29/1991 12:00:00 AM -04:00,260,9/22/1993 12:00:00 AM -04:00,93-260,
Unity National Bank of Houston,Houston,Texas,TX,2003,10,4,20034,2007,8,3,20073,Formal Agreements,21008,,,"Houston, TX",0,10/2/2003 12:00:00 AM -04:00,2003-124,8/27/2007 12:00:00 AM -04:00,2007-120,
Universal Bank,West Covina,California,CA,2011,10,4,20114,2014,12,4,20144,Cease & Desist Orders,705801,,,"West Covina, CA",0,10/20/2011 12:00:00 AM -04:00,2011-150,12/18/2014 12:00:00 AM -05:00,2014-165,AA-WE-11-77
Universal Bank,West Covina,California,CA,2010,9,3,20103,2011,10,4,20114,Cease & Desist Orders,705801,,,"West Covina, CA",0,9/17/2010 12:00:00 AM -04:00,WN-10-027,10/20/2011 12:00:00 AM -04:00,2011-150,
Universal National Bank,Miami,Florida,FL,1991,9,3,19913,,,,,Bank Civil Money Penalties,18309,,,"Miami, FL",2700,9/25/1991 12:00:00 AM -04:00,555,,,
Universal National Bank,Miami,Florida,FL,1991,2,1,19911,1994,2,1,19941,Formal Agreements,18309,,,"Miami, FL",0,2/21/1991 12:00:00 AM -05:00,209,2/17/1994 12:00:00 AM -05:00,94-19,
"University Bank, National Association",Newton,Massachusetts,MA,1991,2,1,19911,1991,5,2,19912,Cease & Desist Orders,21757,,,"Newton, MA",0,2/1/1991 12:00:00 AM -05:00,166,5/31/1991 12:00:00 AM -04:00,,
University National Bank,Milwaukee,Wisconsin,WI,1991,1,1,19911,1993,1,1,19931,Formal Agreements,15878,,,"Milwaukee, WI",0,1/14/1991 12:00:00 AM -05:00,255,1/27/1993 12:00:00 AM -05:00,93-60,
University National Bank,Pittsburg,Kansas,KS,2009,1,1,20091,2009,6,2,20092,Formal Agreements,23731,,,"Pittsburg, KS",0,1/23/2009 12:00:00 AM -05:00,2009-022,6/30/2009 12:00:00 AM -04:00,,
Urban National Bank,Franklin Lakes,New Jersey,NJ,1992,1,1,19921,1994,8,3,19943,Formal Agreements,15035,,,"Franklin Lakes, NJ",0,1/14/1992 12:00:00 AM -05:00,464,8/16/1994 12:00:00 AM -04:00,,
Urban Trust Bank,Lake Mary,Florida,FL,2012,7,3,20123,2013,11,4,20134,Formal Agreements,706859,,,"Lake Mary, FL",0,7/18/2012 12:00:00 AM -04:00,2012-190,11/12/2013 12:00:00 AM -05:00,2013-220,
Uvalde National Bank,Uvalde,Texas,TX,2009,2,1,20091,2012,1,1,20121,Formal Agreements,17733,,,"Uvalde, TX",0,2/4/2009 12:00:00 AM -05:00,2009-028,1/23/2012 12:00:00 AM -05:00,2012-089,
Valley Bank (National Association),Elk Point,South Dakota,SD,2002,10,4,20024,2004,11,4,20044,Cease & Desist Orders,23068,,,"Elk Point, SD",0,10/21/2002 12:00:00 AM -04:00,2002-121,11/23/2004 12:00:00 AM -05:00,2004-144,
"Valley Capital Bank, National Association",Mesa,Arizona,AZ,2008,10,4,20084,2009,12,4,20094,Cease & Desist Orders,24666,,,"Mesa, AZ",0,10/16/2008 12:00:00 AM -04:00,2008-125,12/11/2009 12:00:00 AM -05:00,,
"Valley Capital Bank, National Association",Mesa,Arizona,AZ,2011,7,3,20113,,,,,Notices Filed,24666,,Steven J. Ellsworth,"Mesa, AZ",0,7/6/2011 12:00:00 AM -04:00,N11-003,,,AA-EC-11-41
"Valley Capital Bank, National Association",Mesa,Arizona,AZ,2011,7,3,20113,,,,,Notices Filed,24666,,Kevin W. Stevenson,"Mesa, AZ",0,7/6/2011 12:00:00 AM -04:00,N11-003,,,AA-EC-11-42
Valley National Bank,Espanola,New Mexico,NM,1991,10,4,19914,1994,4,2,19942,Formal Agreements,15395,,,"Espanola, NM",0,10/15/1991 12:00:00 AM -04:00,386,4/19/1994 12:00:00 AM -04:00,94-75,
Valley National Bank,Espanola,New Mexico,NM,2010,5,2,20102,2015,1,1,20151,Cease & Desist Orders,15395,,,"Espanola, NM",0,5/5/2010 12:00:00 AM -04:00,2010-105,1/23/2015 12:00:00 AM -05:00,,
Valley National Bank,Tulsa,Oklahoma,OK,2010,2,1,20101,2013,8,3,20133,Formal Agreements,17174,,,"Tulsa, OK",0,2/24/2010 12:00:00 AM -05:00,2010-058,8/28/2013 12:00:00 AM -04:00,2013-154,
Valley National Bank,Espanola,New Mexico,NM,2009,6,2,20092,2010,5,2,20102,Formal Agreements,15395,,,"Espanola, NM",0,6/2/2009 12:00:00 AM -04:00,2009-090,5/6/2010 12:00:00 AM -04:00,2010-129,
"Valley National Bank of Arizona, The",Phoenix,Arizona,AZ,1992,1,1,19921,,,,,Securities Enforcement Actions,14324,,,"Phoenix, AZ",0,1/15/1992 12:00:00 AM -05:00,973,,,AA-SCP-92-04
"Valley National Bank of Arizona, The",Phoenix,Arizona,AZ,1992,1,1,19921,,,,,Bank Civil Money Penalties,14324,,,"Phoenix, AZ",5000,1/14/1992 12:00:00 AM -05:00,973,,,
Valley National Bank Of Cortez,Cortez,Colorado,CO,1991,10,4,19914,1994,2,1,19941,Cease & Desist Orders,16808,,,"Cortez, CO",0,10/7/1991 12:00:00 AM -04:00,418,2/25/1994 12:00:00 AM -05:00,94-47,
Valley National Bank Of Fremont County,Hamburg,Iowa,IA,1992,4,2,19922,1993,4,2,19932,Cease & Desist Orders,17309,,,"Hamburg, IA",0,4/29/1992 12:00:00 AM -04:00,530,4/29/1993 12:00:00 AM -04:00,,
Vartan National Bank,Harrisburg,Pennsylvania,PA,2006,7,3,20063,2009,11,4,20094,Formal Agreements,11512,,,"Harrisburg, PA",0,7/12/2006 12:00:00 AM -04:00,2006-113,11/5/2009 12:00:00 AM -05:00,2009-231,
Ventura County National Bank,Oxnard,California,CA,1994,2,1,19941,1995,11,4,19954,Formal Agreements,17507,,,"Oxnard, CA",0,2/3/1994 12:00:00 AM -05:00,Mar-94,11/30/1995 12:00:00 AM -05:00,95-94,
Ventura County National Bank,Oxnard,California,CA,1993,3,1,19931,1995,11,4,19954,Formal Agreements,17507,,,"Oxnard, CA",0,3/19/1993 12:00:00 AM -05:00,93-62,11/30/1995 12:00:00 AM -05:00,95-94,
Village Green National Bank,Houston,Texas,TX,1989,10,4,19894,1991,5,2,19912,Cease & Desist Orders,18407,,,"Houston, TX",0,10/13/1989 12:00:00 AM -04:00,14,5/9/1991 12:00:00 AM -04:00,,
"Vineyard Bank, National Association",Rancho Cucamonga,California,CA,2008,7,3,20083,2009,7,3,20093,Cease & Desist Orders,24650,,,"Rancho Cucamonga, CA",0,7/22/2008 12:00:00 AM -04:00,2008-068,7/17/2009 12:00:00 AM -04:00,,
Vineyard National Bank,Rancho Cucamonga,California,CA,1996,3,1,19961,,,,,Bank Civil Money Penalties,17089,,,"Rancho Cucamonga, CA",10000,3/8/1996 12:00:00 AM -05:00,96-18,,,
Vineyard National Bank,Rancho Cucamonga,California,CA,1996,3,1,19961,1998,2,1,19981,Formal Agreements,17089,,,"Rancho Cucamonga, CA",0,3/5/1996 12:00:00 AM -05:00,Dec-96,2/6/1998 12:00:00 AM -05:00,98-13,
Vineyard National Bank,Rancho Cucamonga,California,CA,1993,2,1,19931,1994,12,4,19944,Formal Agreements,17089,,,"Rancho Cucamonga, CA",0,2/25/1993 12:00:00 AM -05:00,93-18,12/2/1994 12:00:00 AM -05:00,94-198,
"Vinings Bank And Trust, National Association",Atlanta,Georgia,GA,1992,1,1,19921,1994,5,2,19942,Cease & Desist Orders,21455,,,"Atlanta, GA",0,1/8/1992 12:00:00 AM -05:00,435,5/26/1994 12:00:00 AM -04:00,94-95,
"Wachovia Bank Of North Carolina, N.A.",Winston-Salem,North Carolina,NC,1992,1,1,19921,1997,6,2,19972,Securities Enforcement Actions,15673,,,"Winston-Salem, NC",0,1/24/1992 12:00:00 AM -05:00,993,6/1/1997 12:00:00 AM -04:00,,AA-SCP-92-04
"Wachovia Bank of North Carolina, N.A.",Winston-Salem,North Carolina,NC,1992,1,1,19921,1997,6,2,19972,Bank Civil Money Penalties,15673,,,"Winston-Salem, NC",25000,1/24/1992 12:00:00 AM -05:00,993,6/1/1997 12:00:00 AM -04:00,,AA-SCP-92-04
"Wachovia Bank, National Association",Charlotte,North Carolina,NC,2010,3,1,20101,,,,,Bank Civil Money Penalties,1,,,"Charlotte, NC",50000000,3/12/2010 12:00:00 AM -05:00,2010-036,,,AA-EC-10-16
"Wachovia Bank, National Association",Charlotte,North Carolina,NC,2010,3,1,20101,2015,11,4,20154,Cease & Desist Orders,1,,,"Charlotte, NC",0,3/12/2010 12:00:00 AM -05:00,2010-037,11/19/2015 12:00:00 AM -05:00,2015-136,AA-EC-10-17
"Wachovia Bank, National Association",Charlotte,North Carolina,NC,2008,12,4,20084,2010,3,1,20101,Formal Agreements,1,,,"Charlotte, NC",0,12/8/2008 12:00:00 AM -05:00,2008-159,3/20/2010 12:00:00 AM -04:00,,AA-EC-08-80
"Wachovia Bank, National Association",Charlotte,North Carolina,NC,2008,4,2,20082,,,,,Bank Civil Money Penalties,1,,,"Charlotte, NC",10000000,4/24/2008 12:00:00 AM -04:00,2008-027,,,AA-EC-08-13
"Wachovia Bank, National Association",Charlotte,North Carolina,NC,2008,4,2,20082,2010,3,1,20101,Formal Agreements,1,,,"Charlotte, NC",0,4/24/2008 12:00:00 AM -04:00,2008-028,3/20/2010 12:00:00 AM -04:00,,AA-EC-08-12
Warsaw FS & LA,Cincinnati,Ohio,OH,2015,4,2,20152,,,,,Formal Agreements,701158,,,"Cincinnati, OH",0,4/1/2015 12:00:00 AM -04:00,2015-036,,,
Washington County National Bank,Williamsport,Maryland,MD,1993,7,3,19933,1996,9,3,19963,Formal Agreements,1551,,,"Williamsport, MD",0,7/1/1993 12:00:00 AM -04:00,93-401,9/24/1996 12:00:00 AM -04:00,96-99,
"Washington State Bank, National Association",Federal Way,Washington,WA,2006,1,1,20061,2006,9,3,20063,Formal Agreements,23709,,,"Federal Way, WA",0,1/3/2006 12:00:00 AM -05:00,6-Jun,9/7/2006 12:00:00 AM -04:00,2006-120,
"Washington State Bank, National Association",Federal Way,Washington,WA,2002,8,3,20023,2006,9,3,20063,Formal Agreements,23709,,,"Federal Way, WA",0,8/12/2002 12:00:00 AM -04:00,2002-76,9/7/2006 12:00:00 AM -04:00,2006-120,
Watseka First National Bank,Watseka,Illinois,IL,1991,8,3,19913,,,,,Bank Civil Money Penalties,15022,,,"Watseka, IL",2100,8/13/1991 12:00:00 AM -04:00,556,,,
Wawel Bank,Wallington,New Jersey,NJ,2011,10,4,20114,,,,,Cease & Desist Orders,708063,,,"Wallington, NJ",0,10/26/2011 12:00:00 AM -04:00,2011-154,,,
Wawel Bank,Wallington,New Jersey,NJ,2010,9,3,20103,2011,10,4,20114,Cease & Desist Orders,708063,,,"Wallington, NJ",0,9/29/2010 12:00:00 AM -04:00,NE 10-24,10/26/2011 12:00:00 AM -04:00,2011-154,
"Webster Bank, National Association",Waterbury,Connecticut,CT,2007,1,1,20071,,,,,Bank Civil Money Penalties,24469,,,"Waterbury, CT",125000,1/16/2007 12:00:00 AM -05:00,2007-024,,,AA-EC-06-104
"Wellington Trust Company, National Association",Boston,Massachusetts,MA,1990,7,3,19903,,,,,Bank Civil Money Penalties,17202,,,"Boston, MA",5100,7/25/1990 12:00:00 AM -04:00,105,,,AA-EC-90-116
"Wells Fargo Bank Of Arizona, National Association",Phoenix,Arizona,AZ,1992,1,1,19921,,,,,Bank Civil Money Penalties,3728,,,"Phoenix, AZ",5000,1/15/1992 12:00:00 AM -05:00,972,,,AA-SCP-92-04
"Wells Fargo Bank, National Association",Sioux Falls,South Dakota,SD,2016,9,3,20163,,,,,Bank Civil Money Penalties,1,,,"Sioux Falls, SD",20000000,9/29/2016 12:00:00 AM -04:00,2016-082,,,
"Wells Fargo Bank, National Association",Sioux Falls,South Dakota,SD,2016,9,3,20163,,,,,Cease & Desist Orders,1,,,"Sioux Falls, SD",0,9/29/2016 12:00:00 AM -04:00,2016-081,,,AA-EC-2016-68
"Wells Fargo Bank, National Association",Sioux Falls,South Dakota,SD,2016,9,3,20163,,,,,Bank Civil Money Penalties,1,,,"Sioux Falls, SD",35000000,9/6/2016 12:00:00 AM -04:00,2016-079,,,2016-67
"Wells Fargo Bank, National Association",Sioux Falls,South Dakota,SD,2016,9,3,20163,,,,,Cease & Desist Orders,1,,,"Sioux Falls, SD",0,9/6/2016 12:00:00 AM -04:00,2016-077,,,2016-066
"Wells Fargo Bank, National Association",Sioux Falls,South Dakota,SD,2016,5,2,20162,,,,,Bank Civil Money Penalties,1741,,,"Sioux Falls, SD",70000000,5/24/2016 12:00:00 AM -04:00,2016-055,,,AA-EC-2016-30
"Wells Fargo Bank, National Association",Sioux Falls,South Dakota,SD,2015,11,4,20154,,,,,Cease & Desist Orders,1,,,"Sioux Falls, SD",0,11/19/2015 12:00:00 AM -05:00,2015-125,,,AA-EC-2015-79
"Wells Fargo Bank, National Association",Sioux Falls,South Dakota,SD,2015,9,3,20153,,,,,Formal Agreements,1,,,"Sioux Falls, SD",0,9/15/2015 12:00:00 AM -04:00,2015-105,,,
"Wells Fargo Bank, National Association",Sioux Falls,South Dakota,SD,2015,9,3,20153,,,,,Formal Agreements,1,,,"Sioux Falls, SD",0,9/15/2015 12:00:00 AM -04:00,2015-106,,,
"Wells Fargo Bank, National Association",Sioux Falls,South Dakota,SD,2015,6,2,20152,2016,5,2,20162,Cease & Desist Orders,1,,,"Sioux Falls, SD",0,6/16/2015 12:00:00 AM -04:00,2015-067,5/24/2016 12:00:00 AM -04:00,2016-056,AA-EC-11-19
"Wells Fargo Bank, National Association",Sioux Falls,South Dakota,SD,2015,6,2,20152,,,,,Bank Civil Money Penalties,1,,,"Sioux Falls, SD",0,6/3/2015 12:00:00 AM -04:00,2015-051,,,AA-EC-2015-13
"Wells Fargo Bank, National Association",Sioux Falls,South Dakota,SD,2015,6,2,20152,,,,,Cease & Desist Orders,1,,,"Sioux Falls, SD",0,6/3/2015 12:00:00 AM -04:00,2015-048,,,AA-EC-2015-06
"Wells Fargo Bank, National Association",Sioux Falls,South Dakota,SD,2013,2,1,20131,2016,5,2,20162,Cease & Desist Orders,1,,,"Sioux Falls, SD",0,2/28/2013 12:00:00 AM -05:00,2013-132,5/24/2016 12:00:00 AM -04:00,2016-056,AA-EC-11-19
"Wells Fargo Bank, National Association",Sioux Falls,South Dakota,SD,2012,2,1,20121,,,,,Formal Agreements,1,,,"Sioux Falls, SD",0,2/22/2012 12:00:00 AM -05:00,2012-042,,,
"Wells Fargo Bank, National Association",Sioux Falls,South Dakota,SD,2011,12,4,20114,,,,,Bank Civil Money Penalties,1,,,"Sioux Falls, SD",20000000,12/8/2011 12:00:00 AM -05:00,2011-175,,,AA-EC-11-97
"Wells Fargo Bank, National Association",Sioux Falls,South Dakota,SD,2011,12,4,20114,2013,10,4,20134,Formal Agreements,1,,,"Sioux Falls, SD",0,12/8/2011 12:00:00 AM -05:00,2011-174,10/8/2013 12:00:00 AM -04:00,2013-174,
"Wells Fargo Bank, National Association",Sioux Falls,South Dakota,SD,2011,4,2,20112,2016,5,2,20162,Cease & Desist Orders,1,,,"Sioux Falls, SD",0,4/13/2011 12:00:00 AM -04:00,2011-051,5/24/2016 12:00:00 AM -04:00,2016-056,AA-EC-11-19
"Wells Fargo Bank, National Association",Sioux Falls,South Dakota,SD,2009,5,2,20092,,,,,Bank Civil Money Penalties,1741,,,"Sioux Falls, SD",51205,5/8/2009 12:00:00 AM -04:00,2009-063,,,AA-EC-09-18
"Wells Fargo Bank, National Association",Sioux Falls,South Dakota,SD,2005,6,2,20052,,,,,Bank Civil Money Penalties,1741,,,"Sioux Falls, SD",115000,6/27/2005 12:00:00 AM -04:00,2005-77,,,AA-EC-05-43
West Texas National Bank,Midland,Texas,TX,2008,1,1,20081,,,,,Bank Civil Money Penalties,24185,,,"Midland, TX",3600,1/7/2008 12:00:00 AM -05:00,2008-002,,,AA-SO-07-81
Westbury Bank,West Bend,Wisconsin,WI,2012,10,4,20124,2013,12,4,20134,Formal Agreements,717893,,,"West Bend, WI",0,10/29/2012 12:00:00 AM -04:00,2012-254,12/24/2013 12:00:00 AM -05:00,2013-217,
Western American National Bank,Bedford,Texas,TX,1998,4,2,19982,2000,1,1,20001,Prompt Corrective Action Directives,17620,,,"Bedford, TX",0,4/6/1998 12:00:00 AM -04:00,98-20,1/11/2000 12:00:00 AM -05:00,2000-14,
Western American National Bank,Bedford,Texas,TX,1992,11,4,19924,1993,9,3,19933,Formal Agreements,17620,,,"Bedford, TX",0,11/30/1992 12:00:00 AM -05:00,754,9/3/1993 12:00:00 AM -04:00,93-241,
Western American National Bank,Bedford,Texas,TX,1991,1,1,19911,1992,11,4,19924,Formal Agreements,17620,,,"Bedford, TX",0,1/29/1991 12:00:00 AM -05:00,163,11/30/1992 12:00:00 AM -05:00,754,
Western Family National Bank,Carlsbad,California,CA,1994,3,1,19941,1994,8,3,19943,Cease & Desist Orders,17730,,,"Carlsbad, CA",0,3/15/1994 12:00:00 AM -05:00,94-27,8/31/1994 12:00:00 AM -04:00,,
Western Family National Bank,Carlsbad,California,CA,1993,12,4,19934,1994,3,1,19941,Cease & Desist Orders,17730,,,"Carlsbad, CA",0,12/2/1993 12:00:00 AM -05:00,93-306,3/15/1994 12:00:00 AM -05:00,94-27,
Western Family National Bank,Carlsbad,California,CA,1993,3,1,19931,1994,3,1,19941,Cease & Desist Orders,17730,,,"Carlsbad, CA",0,3/23/1993 12:00:00 AM -05:00,93-70,3/15/1994 12:00:00 AM -05:00,94-27,
Western National Bank,Amarillo,Texas,TX,1992,5,2,19922,1993,11,4,19934,Cease & Desist Orders,15372,,,"Amarillo, TX",0,5/5/1992 12:00:00 AM -04:00,623,11/18/1993 12:00:00 AM -05:00,93-300,
Western National Bank,Phoenix,Arizona,AZ,2011,10,4,20114,2011,12,4,20114,Prompt Corrective Action Directives,24552,,,"Phoenix, AZ",0,10/12/2011 12:00:00 AM -04:00,2011-158,12/16/2011 12:00:00 AM -05:00,,AA-EC-11-78
Western National Bank,Phoenix,Arizona,AZ,2011,4,2,20112,2011,12,4,20114,Capital Directive,24552,,,"Phoenix, AZ",0,4/4/2011 12:00:00 AM -04:00,2011-054,12/16/2011 12:00:00 AM -05:00,,AA--EC-11-38
Western National Bank,Cass Lake,Minnesota,MN,2010,7,3,20103,2012,1,1,20121,Formal Agreements,6352,,,"Cass Lake, MN",0,7/13/2010 12:00:00 AM -04:00,2010-173,1/4/2012 12:00:00 AM -05:00,2012-015,
Western National Bank,Phoenix,Arizona,AZ,2009,7,3,20093,2011,12,4,20114,Formal Agreements,24552,,,"Phoenix, AZ",0,7/15/2009 12:00:00 AM -04:00,2009-122,12/16/2011 12:00:00 AM -05:00,,
Western National Bank,Lenexa,Kansas,KS,2004,6,2,20042,2006,11,4,20064,Formal Agreements,22906,,,"Lenexa, KS",0,6/24/2004 12:00:00 AM -04:00,2004-71,11/17/2006 12:00:00 AM -05:00,2006-147,
Western National Bank Of Colorado Springs,Colorado Springs,Colorado,CO,1991,9,3,19913,1992,7,3,19923,Formal Agreements,15383,,,"Colorado Springs, CO",0,9/24/1991 12:00:00 AM -04:00,936,7/15/1992 12:00:00 AM -04:00,951,
"Western Security Bank, N.A.",Burbank,California,CA,1992,3,1,19921,1993,9,3,19933,Cease & Desist Orders,21472,,,"Burbank, CA",0,3/12/1992 12:00:00 AM -05:00,529,9/14/1993 12:00:00 AM -04:00,93-232,
Western Springs National Bank And Trust,Western Springs,Illinois,IL,1992,8,3,19923,1995,1,1,19951,Formal Agreements,15346,,,"Western Springs, IL",0,8/18/1992 12:00:00 AM -04:00,703,1/23/1995 12:00:00 AM -05:00,95-116,
Western Springs National Bank and Trust,Western Springs,Illinois,IL,2010,11,4,20104,2011,4,2,20112,Prompt Corrective Action Directives,15346,,,"Western Springs, IL",0,11/18/2010 12:00:00 AM -05:00,2010-231,4/8/2011 12:00:00 AM -04:00,,AA-EC-10-122
Western Springs National Bank and Trust,Western Springs,Illinois,IL,2009,11,4,20094,2011,4,2,20112,Cease & Desist Orders,15346,,,"Western Springs, IL",0,11/19/2009 12:00:00 AM -05:00,2009-188,4/8/2011 12:00:00 AM -04:00,,
Western United National Bank,Los Angeles,California,CA,1993,1,1,19931,1993,9,3,19933,Cease & Desist Orders,17897,,,"Los Angeles, CA",0,1/22/1993 12:00:00 AM -05:00,Sep-93,9/24/1993 12:00:00 AM -04:00,,
Westfield Bank,Westfield,Massachusetts,MA,2011,4,2,20112,2012,6,2,20122,Cease & Desist Orders,717968,,,"Westfield, MA",0,4/28/2011 12:00:00 AM -04:00,NE 11-20,6/26/2012 12:00:00 AM -04:00,2012-177,
Wheeling National Bank,Wheeling,West Virginia,WV,1992,3,1,19921,1993,8,3,19933,Formal Agreements,16696,,,"Wheeling, WV",0,3/4/1992 12:00:00 AM -05:00,499,8/12/1993 12:00:00 AM -04:00,93-227,
White Hall National Bank,White Hall,Illinois,IL,2000,12,4,20004,2003,2,1,20031,Formal Agreements,7077,,,"White Hall, IL",0,12/18/2000 12:00:00 AM -05:00,2000-112,2/28/2003 12:00:00 AM -05:00,2003-30,
Whitney National Bank,New Orleans,Louisiana,LA,2010,2,1,20101,,,,,Bank Civil Money Penalties,14977,,,"New Orleans, LA",125000,2/12/2010 12:00:00 AM -05:00,2010-013,,,AA-EC-09-113
Whitney National Bank,New Orleans,Louisiana,LA,2010,2,1,20101,2011,6,2,20112,Cease & Desist Orders,14977,,,"New Orleans, LA",0,2/12/2010 12:00:00 AM -05:00,2010-014,6/4/2011 12:00:00 AM -04:00,,AA-EC-09-114
Whitney National Bank In St. Tammany,Mandeville,Louisiana,LA,1990,1,1,19901,,,,,Bank Civil Money Penalties,21995,,,"Mandeville, LA",9600,1/30/1990 12:00:00 AM -05:00,35,,,AA-EC-90-18
Wilber National Bank,Oneonta,New York,NY,2010,10,4,20104,2011,4,2,20112,Formal Agreements,2151,,,"Oneonta, NY",0,10/13/2010 12:00:00 AM -04:00,2010-227,4/8/2011 12:00:00 AM -04:00,,
Williamsburg First National Bank,Kingstree,South Carolina,SC,2009,10,4,20094,2010,7,3,20103,Formal Agreements,15589,,,"Kingstree, SC",0,10/14/2009 12:00:00 AM -04:00,2009-178,7/23/2010 12:00:00 AM -04:00,,
Williamsburg National Bank,Williamsburg,Kentucky,KY,1991,8,3,19913,1994,1,1,19941,Formal Agreements,21929,,,"Williamsburg, KY",0,8/6/1991 12:00:00 AM -04:00,354,1/12/1994 12:00:00 AM -05:00,94-20,
"Wilshire Center Bank, N.A.",Los Angeles,California,CA,1992,10,4,19924,1993,5,2,19932,Cease & Desist Orders,17898,,,"Los Angeles, CA",0,10/16/1992 12:00:00 AM -04:00,732,5/6/1993 12:00:00 AM -04:00,,
"Wilshire Center Bank, National Association",Los Angeles,California,CA,1990,11,4,19904,1992,10,4,19924,Cease & Desist Orders,17898,,,"Los Angeles, CA",0,11/30/1990 12:00:00 AM -05:00,145,10/16/1992 12:00:00 AM -04:00,732,AA-EC-90-133
"Wilshire Center Bank, National Association",Los Angeles,California,CA,1989,9,3,19893,1992,10,4,19924,Cease & Desist Orders,17898,,,"Los Angeles, CA",0,9/25/1989 12:00:00 AM -04:00,8,10/16/1992 12:00:00 AM -04:00,732,
Wing Lung Bank Limited,Alhambra,California,CA,2005,11,4,20054,2007,4,2,20072,Cease & Desist Orders,80087,,,"Alhambra, CA",0,11/17/2005 12:00:00 AM -05:00,2005-163,4/25/2007 12:00:00 AM -04:00,2007-058,
Winona National Bank,Winona,Minnesota,MN,2010,2,1,20101,2013,2,1,20131,Formal Agreements,10865,,,"Winona, MN",0,2/11/2010 12:00:00 AM -05:00,2010-031,2/28/2013 12:00:00 AM -05:00,2013-018,
Woburn National Bank,Woburn,Massachusetts,MA,1992,1,1,19921,1994,1,1,19941,Formal Agreements,7550,,,"Woburn, MA",0,1/27/1992 12:00:00 AM -05:00,850,1/24/1994 12:00:00 AM -05:00,Nov-94,
Wood County National Bank,Quitman,Texas,TX,1992,7,3,19923,1993,4,2,19932,Cease & Desist Orders,17198,,,"Quitman, TX",0,7/16/1992 12:00:00 AM -04:00,645,4/19/1993 12:00:00 AM -04:00,93-111,
